# Frequency (cm-1), IR Intensity (km/mol), Raman Intensity (A2/amu)
2.999144335417381626e+03,2.522110820568472869e-02,1.496541682596027323e-01
2.999514518685748499e+03,2.525317559378704307e-02,1.503870246890024465e-01
2.999884701954115371e+03,2.528557318863361089e-02,1.511258704557821297e-01
3.000254885222481789e+03,2.531830450898291465e-02,1.518707703552512889e-01
3.000625068490848662e+03,2.535137312148955449e-02,1.526217900616645418e-01
3.000995251759215535e+03,2.538478264148690336e-02,1.533789961425552628e-01
3.001365435027582407e+03,2.541853673378497921e-02,1.541424560733511140e-01
3.001735618295949280e+03,2.545263911348351338e-02,1.549122382522650776e-01
3.002105801564316153e+03,2.548709354680062794e-02,1.556884120154728157e-01
3.002475984832683025e+03,2.552190385191752467e-02,1.564710476525817684e-01
3.002846168101049898e+03,2.555707389983945949e-02,1.572602164223989574e-01
3.003216351369416770e+03,2.559260761527342234e-02,1.580559905690034628e-01
3.003586534637783643e+03,2.562850897752284862e-02,1.588584433381305117e-01
3.003956717906150516e+03,2.566478202139983733e-02,1.596676489938743670e-01
3.004326901174517388e+03,2.570143083815506005e-02,1.604836828357167067e-01
3.004697084442883806e+03,2.573845957642597118e-02,1.613066212158871804e-01
3.005067267711250679e+03,2.577587244320382956e-02,1.621365415570692470e-01
3.005437450979617552e+03,2.581367370481930934e-02,1.629735223704441849e-01
3.005807634247984424e+03,2.585186768794800471e-02,1.638176432741008659e-01
3.006177817516351297e+03,2.589045878063577638e-02,1.646689850118045473e-01
3.006548000784718170e+03,2.592945143334430755e-02,1.655276294721391150e-01
3.006918184053085042e+03,2.596885016001768132e-02,1.663936597080294399e-01
3.007288367321451915e+03,2.600865953917015638e-02,1.672671599566536715e-01
3.007658550589818788e+03,2.604888421499579679e-02,1.681482156597531308e-01
3.008028733858185660e+03,2.608952889850036511e-02,1.690369134843502652e-01
3.008398917126552533e+03,2.613059836865612787e-02,1.699333413438824936e-01
3.008769100394919406e+03,2.617209747357979524e-02,1.708375884197629313e-01
3.009139283663286278e+03,2.621403113173460808e-02,1.717497451833772393e-01
3.009509466931652696e+03,2.625640433315660702e-02,1.726699034185251724e-01
3.009879650200019569e+03,2.629922214070624931e-02,1.735981562443248416e-01
3.010249833468386441e+03,2.634248969134506818e-02,1.745345981385728051e-01
3.010620016736753314e+03,2.638621219743909549e-02,1.754793249615935191e-01
3.010990200005120187e+03,2.643039494808875969e-02,1.764324339805729003e-01
3.011360383273487059e+03,2.647504331048632087e-02,1.773940238943934600e-01
3.011730566541853932e+03,2.652016273130134924e-02,1.783641948589824722e-01
3.012100749810220805e+03,2.656575873809497584e-02,1.793430485131851104e-01
3.012470933078587677e+03,2.661183694076359879e-02,1.803306880051744054e-01
3.012841116346954550e+03,2.665840303301271474e-02,1.813272180194118455e-01
3.013211299615321423e+03,2.670546279386154520e-02,1.823327448041707211e-01
3.013581482883688295e+03,2.675302208917935964e-02,1.833473761996366747e-01
3.013951666152055168e+03,2.680108687325405761e-02,1.843712216665981396e-01
3.014321849420421586e+03,2.684966319039393604e-02,1.854043923157407958e-01
3.014692032688788458e+03,2.689875717656358203e-02,1.864470009375675807e-01
3.015062215957155331e+03,2.694837506105398836e-02,1.874991620329402586e-01
3.015432399225522204e+03,2.699852316818890027e-02,1.885609918442834321e-01
3.015802582493889076e+03,2.704920791906729322e-02,1.896326083874481094e-01
3.016172765762255949e+03,2.710043583334329625e-02,1.907141314842580315e-01
3.016542949030622822e+03,2.715221353104440433e-02,1.918056827957547450e-01
3.016913132298989694e+03,2.720454773442898891e-02,1.929073858561587418e-01
3.017283315567356567e+03,2.725744526988386346e-02,1.940193661075633735e-01
3.017653498835723440e+03,2.731091306986326711e-02,1.951417509353808311e-01
3.018023682104090312e+03,2.736495817486982868e-02,1.962746697045584798e-01
3.018393865372457185e+03,2.741958773547901324e-02,1.974182537965838702e-01
3.018764048640823603e+03,2.747480901440778334e-02,1.985726366472984061e-01
3.019134231909190476e+03,2.753062938862902570e-02,1.997379537855466514e-01
3.019504415177557348e+03,2.758705635153205216e-02,2.009143428726622438e-01
3.019874598445924221e+03,2.764409751513147162e-02,2.021019437428393517e-01
3.020244781714291094e+03,2.770176061232472106e-02,2.033008984443907541e-01
3.020614964982657966e+03,2.776005349920008039e-02,2.045113512819240476e-01
3.020985148251024839e+03,2.781898415739599353e-02,2.057334488594570465e-01
3.021355331519391711e+03,2.787856069651351715e-02,2.069673401244971900e-01
3.021725514787758584e+03,2.793879135658268453e-02,2.082131764131091578e-01
3.022095698056125457e+03,2.799968451058478316e-02,2.094711114959965093e-01
3.022465881324492329e+03,2.806124866703146176e-02,2.107413016256228788e-01
3.022836064592859202e+03,2.812349247260245017e-02,2.120239055844000409e-01
3.023206247861226075e+03,2.818642471484335277e-02,2.133190847339704876e-01
3.023576431129592493e+03,2.825005432492492391e-02,2.146270030656111383e-01
3.023946614397959365e+03,2.831439038046600770e-02,2.159478272517978970e-01
3.024316797666326238e+03,2.837944210842054463e-02,2.172817266989356400e-01
3.024686980934693111e+03,2.844521888803202073e-02,2.186288736013184408e-01
3.025057164203059983e+03,2.851173025385576182e-02,2.199894429963271114e-01
3.025427347471426856e+03,2.857898589885166443e-02,2.213636128209068299e-01
3.025797530739793729e+03,2.864699567754879633e-02,2.227515639693568028e-01
3.026167714008160601e+03,2.871576960928400729e-02,2.241534803524674602e-01
3.026537897276527474e+03,2.878531788151656237e-02,2.255695489580413216e-01
3.026908080544894347e+03,2.885565085322058798e-02,2.269999599128333934e-01
3.027278263813261219e+03,2.892677905835777663e-02,2.284449065459510653e-01
3.027648447081628092e+03,2.899871320943228983e-02,2.299045854537510869e-01
3.028018630349994510e+03,2.907146420112992000e-02,2.313791965662738148e-01
3.028388813618361382e+03,2.914504311404471013e-02,2.328689432152666328e-01
3.028758996886728255e+03,2.921946121849365932e-02,2.343740322038125323e-01
3.029129180155095128e+03,2.929472997842397924e-02,2.358946738776445118e-01
3.029499363423462000e+03,2.937086105541407768e-02,2.374310821981647779e-01
3.029869546691828873e+03,2.944786631277121827e-02,2.389834748172259826e-01
3.030239729960195746e+03,2.952575781972869781e-02,2.405520731537222068e-01
3.030609913228562618e+03,2.960454785574515718e-02,2.421371024720393172e-01
3.030980096496929491e+03,2.968424891490882220e-02,2.437387919624164623e-01
3.031350279765296364e+03,2.976487371044985245e-02,2.453573748232726892e-01
3.031720463033663236e+03,2.984643517936346954e-02,2.469930883455522808e-01
3.032090646302030109e+03,2.992894648714737940e-02,2.486461739991478459e-01
3.032460829570396982e+03,3.001242103265638894e-02,2.503168775214570929e-01
3.032831012838763399e+03,3.009687245307770750e-02,2.520054490081340415e-01
3.033201196107130272e+03,3.018231462903074938e-02,2.537121430061078375e-01
3.033571379375497145e+03,3.026876168979366136e-02,2.554372186089033936e-01
3.033941562643864017e+03,3.035622801866212639e-02,2.571809395543711574e-01
3.034311745912230890e+03,3.044472825844279917e-02,2.589435743248644228e-01
3.034681929180597763e+03,3.053427731708577980e-02,2.607253962499453959e-01
3.035052112448964635e+03,3.062489037346012924e-02,2.625266836116944003e-01
3.035422295717331508e+03,3.071658288327669753e-02,2.643477197526938882e-01
3.035792478985698381e+03,3.080937058516221641e-02,2.661887931867686907e-01
3.036162662254065253e+03,3.090326950688955521e-02,2.680501977125602786e-01
3.036532845522432126e+03,3.099829597176830681e-02,2.699322325300202441e-01
3.036903028790798999e+03,3.109446660520077260e-02,2.718352023599073797e-01
3.037273212059165871e+03,3.119179834140801272e-02,2.737594175663788376e-01
3.037643395327532289e+03,3.129030843033103748e-02,2.757051942827628555e-01
3.038013578595899162e+03,3.139001444471305885e-02,2.776728545406239035e-01
3.038383761864266035e+03,3.149093428736633726e-02,2.796627264021812609e-01
3.038753945132632907e+03,3.159308619863177708e-02,2.816751440962309005e-01
3.039124128400999780e+03,3.169648876403503152e-02,2.837104481576387394e-01
3.039494311669366652e+03,3.180116092214602813e-02,2.857689855705292103e-01
3.039864494937733525e+03,3.190712197264787553e-02,2.878511099152772923e-01
3.040234678206100398e+03,3.201439158462145163e-02,2.899571815194210145e-01
3.040604861474467270e+03,3.212298980505254309e-02,2.920875676126135079e-01
3.040975044742834143e+03,3.223293706756807930e-02,2.942426424857391143e-01
3.041345228011201016e+03,3.234425420140874669e-02,2.964227876543210072e-01
3.041715411279567888e+03,3.245696244064530389e-02,2.986283920263541614e-01
3.042085594547934306e+03,3.257108343364583519e-02,3.008598520746972871e-01
3.042455777816301179e+03,3.268663925280301114e-02,3.031175720141825458e-01
3.042825961084668052e+03,3.280365240452683823e-02,3.054019639835495181e-01
3.043196144353034924e+03,3.292214583951476314e-02,3.077134482324100917e-01
3.043566327621401797e+03,3.304214296330520301e-02,3.100524533133607319e-01
3.043936510889768670e+03,3.316366764712457005e-02,3.124194162794226015e-01
3.044306694158135542e+03,3.328674423903715818e-02,3.148147828869755083e-01
3.044676877426502415e+03,3.341139757540716876e-02,3.172390078043608175e-01
3.045047060694869288e+03,3.353765299268342964e-02,3.196925548263346295e-01
3.045417243963236160e+03,3.366553633951669539e-02,3.221758970945608480e-01
3.045787427231603033e+03,3.379507398922069333e-02,3.246895173243364296e-01
3.046157610499969906e+03,3.392629285258781657e-02,3.272339080377534848e-01
3.046527793768336778e+03,3.405922039107124599e-02,3.298095718035058410e-01
3.046897977036703196e+03,3.419388463034513798e-02,3.324170214835548420e-01
3.047268160305070069e+03,3.433031417425653348e-02,3.350567804868981314e-01
3.047638343573436941e+03,3.446853821917927191e-02,3.377293830306274947e-01
3.048008526841803814e+03,3.460858656878654932e-02,3.404353744085814037e-01
3.048378710110170687e+03,3.475048964925376432e-02,3.431753112677952133e-01
3.048748893378537559e+03,3.489427852490691040e-02,3.459497618930293950e-01
3.049119076646904432e+03,3.503998491433113482e-02,3.487593064996427072e-01
3.049489259915271305e+03,3.518764120695550696e-02,3.516045375350900781e-01
3.049859443183638177e+03,3.533728048012937939e-02,3.544860599893382425e-01
3.050229626452005050e+03,3.548893651670784882e-02,3.574044917144994504e-01
3.050599809720371923e+03,3.564264382316301855e-02,3.603604637539981614e-01
3.050969992988738795e+03,3.579843764823965185e-02,3.633546206815967961e-01
3.051340176257105668e+03,3.595635400217344485e-02,3.663876209506186088e-01
3.051710359525472086e+03,3.611642967649173613e-02,3.694601372537152928e-01
3.052080542793838958e+03,3.627870226441756718e-02,3.725728568935686713e-01
3.052450726062205831e+03,3.644321018189552314e-02,3.757264821648472752e-01
3.052820909330572704e+03,3.660999268926488914e-02,3.789217307478894292e-01
3.053191092598939576e+03,3.677908991360012009e-02,3.821593361144665080e-01
3.053561275867306449e+03,3.695054287174322910e-02,3.854400479460732276e-01
3.053931459135673322e+03,3.712439349405249889e-02,3.887646325651866741e-01
3.054301642404040194e+03,3.730068464889321755e-02,3.921338733799538678e-01
3.054671825672407067e+03,3.747946016789676510e-02,3.955485713427875916e-01
3.055042008940773940e+03,3.766076487201586165e-02,3.990095454233686390e-01
3.055412192209140812e+03,3.784464459840475997e-02,4.025176330965746230e-01
3.055782375477507685e+03,3.803114622815415014e-02,4.060736908458735250e-01
3.056152558745874103e+03,3.822031771491192498e-02,4.096785946827420366e-01
3.056522742014240976e+03,3.841220811442355720e-02,4.133332406827177619e-01
3.056892925282607848e+03,3.860686761502232778e-02,4.170385455386300677e-01
3.057263108550974721e+03,3.880434756910938754e-02,4.207954471317312262e-01
3.057633291819341594e+03,3.900470052565668116e-02,4.246049051213237613e-01
3.058003475087708466e+03,3.920798026377259049e-02,4.284679015535966529e-01
3.058373658356075339e+03,3.941424182736937704e-02,4.323854414903862131e-01
3.058743841624442211e+03,3.962354156097459834e-02,4.363585536586067071e-01
3.059114024892809084e+03,3.983593714672910291e-02,4.403882911211300932e-01
3.059484208161175957e+03,4.005148764261710903e-02,4.444757319699301767e-01
3.059854391429542829e+03,4.027025352197534380e-02,4.486219800423331128e-01
3.060224574697909702e+03,4.049229671433011296e-02,4.528281656612629380e-01
3.060594757966276575e+03,4.071768064761374650e-02,4.570954464004000073e-01
3.060964941234642993e+03,4.094647029181337772e-02,4.614250078752101802e-01
3.061335124503009865e+03,4.117873220410960683e-02,4.658180645608797077e-01
3.061705307771376738e+03,4.141453457555888812e-02,4.702758606381233220e-01
3.062075491039743611e+03,4.165394727938628167e-02,4.747996708680651823e-01
3.062445674308110483e+03,4.189704192094743929e-02,4.793908014972550480e-01
3.062815857576477356e+03,4.214389188942822828e-02,4.840505911940430339e-01
3.063186040844844229e+03,4.239457241135063253e-02,4.887804120175541778e-01
3.063556224113211101e+03,4.264916060595756037e-02,4.935816704205641114e-01
3.063926407381577974e+03,4.290773554255195021e-02,4.984558082876354712e-01
3.064296590649944847e+03,4.317037829986952041e-02,5.034043040099365207e-01
3.064666773918311719e+03,4.343717202756772894e-02,5.084286735982299632e-01
3.065036957186678592e+03,4.370820200991742954e-02,5.135304718355838682e-01
3.065407140455045010e+03,4.398355573178749228e-02,5.187112934714268597e-01
3.065777323723411882e+03,4.426332294701892933e-02,5.239727744586846203e-01
3.066147506991778755e+03,4.454759574928266602e-02,5.293165932356830305e-01
3.066517690260145628e+03,4.483646864553157696e-02,5.347444720548083508e-01
3.066887873528512500e+03,4.513003863215006572e-02,5.402581783597786291e-01
3.067258056796879373e+03,4.542840527391714400e-02,5.458595262136085591e-01
3.067628240065246246e+03,4.573167078590194279e-02,5.515503777793981932e-01
3.067998423333613118e+03,4.603994011841637535e-02,5.573326448561891633e-01
3.068368606601979991e+03,4.635332104515586804e-02,5.632082904722343075e-01
3.068738789870346864e+03,4.667192425466547279e-02,5.691793305381447343e-01
3.069108973138713736e+03,4.699586344527517667e-02,5.752478355624923712e-01
3.069479156407080609e+03,4.732525542365517007e-02,5.814159324325766098e-01
3.069849339675447482e+03,4.766022020714978658e-02,5.876858062631916679e-01
3.070219522943813899e+03,4.800088113005528123e-02,5.940597023163657342e-01
3.070589706212180772e+03,4.834736495401878442e-02,6.005399279952444713e-01
3.070959889480547645e+03,4.869980198273517885e-02,6.071288549152825675e-01
3.071330072748914517e+03,4.905832618114212146e-02,6.138289210563421250e-01
3.071700256017281390e+03,4.942307529930955318e-02,6.206426329992009716e-01
3.072070439285648263e+03,4.979419100123783082e-02,6.275725682503190406e-01
3.072440622554015135e+03,5.017181899878755263e-02,6.346213776588438549e-01
3.072810805822382008e+03,5.055610919097521666e-02,6.417917879300595319e-01
3.073180989090748881e+03,5.094721580888146584e-02,6.490866042396865598e-01
3.073551172359115753e+03,5.134529756643143455e-02,6.565087129536784083e-01
3.073921355627482626e+03,5.175051781731966616e-02,6.640610844583939576e-01
3.074291538895849499e+03,5.216304471836725326e-02,6.717467761062867471e-01
3.074661722164216371e+03,5.258305139961345215e-02,6.795689352825151630e-01
3.075031905432582789e+03,5.301071614145947547e-02,6.875308025981594628e-01
3.075402088700949662e+03,5.344622255920342818e-02,6.956357152161012358e-01
3.075772271969316535e+03,5.388975979531151345e-02,7.038871103157318121e-01
3.076142455237683407e+03,5.434152271980885462e-02,7.122885287033453583e-01
3.076512638506050280e+03,5.480171213917468115e-02,7.208436185750826120e-01
3.076882821774417152e+03,5.527053501415937764e-02,7.295561394398863975e-01
3.077253005042784025e+03,5.574820468695959597e-02,7.384299662102580264e-01
3.077623188311150898e+03,5.623494111821285973e-02,7.474690934690491062e-01
